seqnames	strand	source	type	phase	names	gene_id	start	end
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000010971t01	TnS000010971t01	96431614	96433970
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000010971t02	TnS000010971t02	96617014	96625564
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000852725t01	TnS000852725t01	96965159	96966291
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000852725t02	TnS000852725t02	97080256	97086250
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000852725t03	TnS000852725t03	97108843	97112568
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000852725t04	TnS000852725t04	97282730	97285534
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000852725t05	TnS000852725t05	97381511	97385319
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000852725t06	TnS000852725t06	97386708	97390767
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000852725t07	TnS000852725t07	97471352	97471601
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000852725t08	TnS000852725t08	97609282	97620844
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000397917t07	TnS000397917t07	97852967	97917965
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000397917t06	TnS000397917t06	98031091	98034741
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000397917t05	TnS000397917t05	98038245	98044167
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000397917t04	TnS000397917t04	98045084	98047894
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000397917t03	TnS000397917t03	98145634	98147499
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000397917t02	TnS000397917t02	98148060	98148303
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000397917t01	TnS000397917t01	98359945	98364621
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000982857t01	TnS000982857t01	98580935	98581616
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000405227t01	TnS000405227t01	98879242	98880058
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000487809t02	TnS000487809t02	99721265	99722501
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000732031t03	TnS000732031t03	99890064	99894408
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000732031t02	TnS000732031t02	99980507	99984030
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000732031t01	TnS000732031t01	100049015	100050992
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000653759t01	TnS000653759t01	100217073	100217366
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000308553t03	TnS000308553t03	100379032	100379494
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000308553t02	TnS000308553t02	100379595	100381687
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000308553t01	TnS000308553t01	100395627	100396813
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000636631t01	TnS000636631t01	100410178	100410581
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000850485t01	TnS000850485t01	100434505	100435232
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000850485t02	TnS000850485t02	100555424	100563161
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000850485t03	TnS000850485t03	100664652	100668951
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000850485t04	TnS000850485t04	100669187	100669508
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000850485t05	TnS000850485t05	100824271	100826928
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000039367t02	TnS000039367t02	100909514	100909769
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000039367t01	TnS000039367t01	101035580	101037796
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000361119t03	TnS000361119t03	101185450	101198235
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000361119t02	TnS000361119t02	101291862	101292568
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000361119t01	TnS000361119t01	101293747	101296579
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000462577t02	TnS000462577t02	101582130	101582357
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000462577t01	TnS000462577t01	101584354	101585589
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000880473t01	TnS000880473t01	101665678	101665977
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001042029t01	TnS001042029t01	101831011	101831631
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000330209t01	TnS000330209t01	102098875	102099313
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000413439t01	TnS000413439t01	102236934	102237383
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001038297t01	TnS001038297t01	102326158	102326545
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078167t01	TnS000078167t01	102611534	102611735
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078167t02	TnS000078167t02	102612062	102612402
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000393207t01	TnS000393207t01	102699459	102700685
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000393207t02	TnS000393207t02	102835928	102838884
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000393207t03	TnS000393207t03	102888432	102889334
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000393207t04	TnS000393207t04	103020143	103020416
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000819645t04	TnS000819645t04	103195967	103196911
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000819645t03	TnS000819645t03	103280940	103283205
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000819645t02	TnS000819645t02	103480968	103483396
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000819645t01	TnS000819645t01	103599818	103601709
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000494273t06	TnS000494273t06	103757794	103758281
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000494273t05	TnS000494273t05	103791642	103792284
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000494273t04	TnS000494273t04	103993945	103994152
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000494273t03	TnS000494273t03	104021933	104022181
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000494273t02	TnS000494273t02	104028310	104050093
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000494273t01	TnS000494273t01	104177671	104178180
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000018275t04	TnS000018275t04	104216520	104216862
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000018275t02	TnS000018275t02	104239510	104240536
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000018275t01	TnS000018275t01	104284359	104286552
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000803489t01	TnS000803489t01	104435257	104435998
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000803489t02	TnS000803489t02	104479937	104480906
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000098769t01	TnS000098769t01	104729241	104729919
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000164789t03	TnS000164789t03	104773400	104989490
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000164789t05	TnS000164789t05	104774085	104775554
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000164789t04	TnS000164789t04	104964404	104974246
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000164789t02	TnS000164789t02	104990571	105026222
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000164789t01	TnS000164789t01	105089078	105090929
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000295431t01	TnS000295431t01	105130896	105135180
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000818395t03	TnS000818395t03	105314730	105314916
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000818395t02	TnS000818395t02	105322564	105323333
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000818395t01	TnS000818395t01	105331593	105332087
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000086753t06	TnS000086753t06	105496229	105504860
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000086753t05	TnS000086753t05	105599684	105601829
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000086753t04	TnS000086753t04	105606952	105631385
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000086753t03	TnS000086753t03	105699176	105702801
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000086753t02	TnS000086753t02	105863886	105876047
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000086753t01	TnS000086753t01	105880600	105884306
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000874347t01	TnS000874347t01	106037743	106038246
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000874347t02	TnS000874347t02	106202795	106207489
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000874347t03	TnS000874347t03	106225179	106228351
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000874347t04	TnS000874347t04	106228281	106228880
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000255449t01	TnS000255449t01	107094137	107189512
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001033003t01	TnS001033003t01	107405414	107406677
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001033003t02	TnS001033003t02	107427189	107429119
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000029303t04	TnS000029303t04	107666050	107668087
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000029303t03	TnS000029303t03	107782062	107788940
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000029303t02	TnS000029303t02	107838652	107839378
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000029303t01	TnS000029303t01	107839541	107840053
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000760039t04	TnS000760039t04	107940938	107941693
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000760039t03	TnS000760039t03	107941861	107943951
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000760039t02	TnS000760039t02	108016375	108018821
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000760039t01	TnS000760039t01	108158953	108159814
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000837665t01	TnS000837665t01	108499829	108541305
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000837665t02	TnS000837665t02	108650726	108651226
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000837665t03	TnS000837665t03	108652271	108656776
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000837665t04	TnS000837665t04	108658607	108662272
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000837665t05	TnS000837665t05	108733147	108733590
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000010309t01	TnS000010309t01	108900798	108903696
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000475439t01	TnS000475439t01	108983225	108987464
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000234947t01	TnS000234947t01	109202132	109204561
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000780721t01	TnS000780721t01	109313798	109315037
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000687293t01	TnS000687293t01	109540646	109543441
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000687293t02	TnS000687293t02	109570784	109571123
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t01	TnS000848219t01	109746088	109748149
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t02	TnS000848219t02	109748401	109750689
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t03	TnS000848219t03	109877016	109885008
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t04	TnS000848219t04	109899928	109917012
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t05	TnS000848219t05	109919287	109921988
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t06	TnS000848219t06	109925333	109928463
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t07	TnS000848219t07	109955464	109957286
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t08	TnS000848219t08	109964438	109966234
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t09	TnS000848219t09	110081102	110089967
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t10	TnS000848219t10	110129003	110134084
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t12	TnS000848219t12	110345090	110346286
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t13	TnS000848219t13	110446533	110447600
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t14	TnS000848219t14	110583441	110589643
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t15	TnS000848219t15	110615336	110615747
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t16	TnS000848219t16	110616897	110618090
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t17	TnS000848219t17	110618703	110619168
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t18	TnS000848219t18	110699647	110713362
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t19	TnS000848219t19	110754624	110758351
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t20	TnS000848219t20	110759177	110763217
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t21	TnS000848219t21	110964065	110965372
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t22	TnS000848219t22	111160330	111161521
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000848219t23	TnS000848219t23	111313868	111317168
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000848219t24	TnS000848219t24	111451607	111451991
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000297347t01	TnS000297347t01	111648267	111648681
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000297347t02	TnS000297347t02	111648452	111654640
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000468649t04	TnS000468649t04	111708565	111714797
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000468649t03	TnS000468649t03	111833903	111835105
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000468649t02	TnS000468649t02	111891276	111891663
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000468649t01	TnS000468649t01	111902951	111903279
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000964785t01	TnS000964785t01	112334461	112335681
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000905341t01	TnS000905341t01	112368965	112369123
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000905341t02	TnS000905341t02	112369136	112369430
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000905341t03	TnS000905341t03	112401308	112403507
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000905341t04	TnS000905341t04	112418603	112421730
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000588803t02	TnS000588803t02	112473572	112474559
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000588803t01	TnS000588803t01	112553261	112555932
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000134391t01	TnS000134391t01	112845980	112847028
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000134391t02	TnS000134391t02	112849550	112851775
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000134391t03	TnS000134391t03	112886817	112891504
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000134391t04	TnS000134391t04	112914006	112957164
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000134391t05	TnS000134391t05	113032365	113034021
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000657549t01	TnS000657549t01	113424906	113425525
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000562761t02	TnS000562761t02	114161035	114161270
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000562761t01	TnS000562761t01	114180877	114185920
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000855867t01	TnS000855867t01	114341529	114349506
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000855867t02	TnS000855867t02	114372676	114387116
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000855867t03	TnS000855867t03	114574766	114603259
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007481t01	TnS001007481t01	114768248	114768484
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007481t02	TnS001007481t02	114769042	114769490
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001007481t03	TnS001007481t03	114811554	114814360
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007481t04	TnS001007481t04	114823789	114830656
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007481t05	TnS001007481t05	114841301	114846298
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000709669t01	TnS000709669t01	115224781	115232406
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000684053t02	TnS000684053t02	115435980	115437550
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000684053t01	TnS000684053t01	115857464	115857716
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000887845t02	TnS000887845t02	116027213	116027791
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000887845t01	TnS000887845t01	116125562	116140242
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t23	TnS000120821t23	116246467	116250414
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t22	TnS000120821t22	116303220	116306323
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t21	TnS000120821t21	116376610	116380365
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t20	TnS000120821t20	116448052	116450047
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t19	TnS000120821t19	116504407	116509160
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t18	TnS000120821t18	116558506	116559141
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t17	TnS000120821t17	116592989	116595724
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t16	TnS000120821t16	116683092	116683625
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t15	TnS000120821t15	116684020	116685157
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t14	TnS000120821t14	116744813	116780245
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t13	TnS000120821t13	116968508	116971029
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t12	TnS000120821t12	116978278	116980122
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t11	TnS000120821t11	117100138	117101594
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t10	TnS000120821t10	117103879	117104185
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t09	TnS000120821t09	117105184	117110411
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t08	TnS000120821t08	117268365	117269426
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t07	TnS000120821t07	117433026	117435190
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t06	TnS000120821t06	117532888	117535775
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t05	TnS000120821t05	117537665	117552990
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t04	TnS000120821t04	117657257	117663214
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t03	TnS000120821t03	117891329	117892955
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000120821t02	TnS000120821t02	117897423	117899058
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000120821t01	TnS000120821t01	117972185	118007557
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001007177t01	TnS001007177t01	118216084	118217816
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007177t02	TnS001007177t02	118218641	118224887
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007177t03	TnS001007177t03	118257516	118259945
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001007177t04	TnS001007177t04	118346624	118350847
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000948823t01	TnS000948823t01	118416693	118421484
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001032267t01	TnS001032267t01	118549742	118577315
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001032267t02	TnS001032267t02	118828292	118831468
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001032267t03	TnS001032267t03	118902943	118904988
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001032267t04	TnS001032267t04	118905708	118916326
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001032267t05	TnS001032267t05	118950658	118951386
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001022251t01	TnS001022251t01	119115123	119120708
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS001022251t02	TnS001022251t02	119216301	119224327
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS001022251t03	TnS001022251t03	119626775	119627259
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000886323t01	TnS000886323t01	119763823	119764887
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t02	TnS000886323t02	119839739	119841757
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t03	TnS000886323t03	119944547	119947814
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000886323t04	TnS000886323t04	119952059	119962002
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t05	TnS000886323t05	120130080	120136008
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t06	TnS000886323t06	120281533	120286237
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t07	TnS000886323t07	120292308	120294081
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000886323t08	TnS000886323t08	120526108	120528252
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000886323t09	TnS000886323t09	120530288	120536144
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000162507t01	TnS000162507t01	120785881	120787080
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000162507t02	TnS000162507t02	120965815	120965990
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t01	TnS000743059t01	121019207	121020298
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000743059t02	TnS000743059t02	121035831	121050089
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t03	TnS000743059t03	121349487	121354592
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000743059t04	TnS000743059t04	121360025	121362897
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000743059t05	TnS000743059t05	121416717	121420311
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t06	TnS000743059t06	121457703	121459243
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t07	TnS000743059t07	121459695	121460956
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t08	TnS000743059t08	121463121	121464120
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000743059t09	TnS000743059t09	121530488	121533781
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000743059t10	TnS000743059t10	121537486	121540037
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000743059t11	TnS000743059t11	121627969	121634250
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000601565t01	TnS000601565t01	121768949	121773482
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078327t09	TnS000078327t09	121813300	121821121
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078327t08	TnS000078327t08	121822106	121828263
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078327t07	TnS000078327t07	121831139	121832077
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000078327t06	TnS000078327t06	121838186	121840907
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000078327t05	TnS000078327t05	122065580	122076981
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000078327t04	TnS000078327t04	122121033	122127241
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000078327t03	TnS000078327t03	122142407	122148316
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078327t02	TnS000078327t02	122367021	122367206
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000078327t01	TnS000078327t01	122555441	122558313
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000363939t01	TnS000363939t01	122639954	122645660
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000363939t02	TnS000363939t02	122646824	122648243
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000363939t03	TnS000363939t03	122648883	122649084
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000118363t01	TnS000118363t01	122698621	122701266
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000614335t01	TnS000614335t01	122821958	122830755
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000614335t02	TnS000614335t02	122853071	122855744
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000059669t04	TnS000059669t04	123225536	123337980
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000059669t03	TnS000059669t03	123366345	123366927
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000059669t02	TnS000059669t02	123396053	123396786
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000096481t02	TnS000096481t02	123455678	123456898
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000096481t03	TnS000096481t03	123580082	123582973
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000142227t17	TnS000142227t17	124020315	124020769
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000142227t16	TnS000142227t16	124323795	124327045
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000142227t15	TnS000142227t15	124527990	124528572
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000142227t14	TnS000142227t14	124639861	124672125
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000142227t13	TnS000142227t13	124732097	124732526
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000142227t12	TnS000142227t12	124818387	124821325
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000142227t11	TnS000142227t11	124843946	124845326
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000142227t10	TnS000142227t10	124977520	124985272
gne_Chr12	-	dryad.ht76hdrdr 	gene	-	TnS000142227t09	TnS000142227t09	125206406	125222645
gne_Chr12	+	dryad.ht76hdrdr 	gene	+	TnS000142227t08	TnS000142227t08	125281407	125282331
